,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,SkillMoves,Work Rate,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,League,Speciality
7570,D. Martínez,28,Colombia,68,70,Patriotas Boyacá FC,€750K,€1K,Right,1.0,3.0,1.0,Medium/ Medium,GK,1.0,"Dec 21, 2015",Not on loan,2023,5'11,168lbs,17.0,14.0,18.0,27.0,16.0,11.0,20.0,18.0,17.0,25.0,42.0,46.0,36.0,65.0,52.0,24.0,57.0,31.0,35.0,12.0,16.0,22.0,19.0,21.0,23.0,36.0,27.0,14.0,15.0,67.0,65.0,71.0,67.0,69.0,€1.1M,0,Goalkeeper
7571,D. Post,29,Netherlands,68,68,VVV-Venlo,€700K,€4K,Right,1.0,3.0,3.0,Medium/ High,CDM,6.0,"Jul 22, 2013",Not on loan,2022,6'3,207lbs,56.0,55.0,50.0,72.0,46.0,63.0,43.0,58.0,70.0,68.0,52.0,36.0,45.0,64.0,43.0,70.0,56.0,75.0,89.0,59.0,44.0,64.0,61.0,59.0,59.0,68.0,64.0,69.0,66.0,15.0,11.0,16.0,10.0,13.0,€1M,EREDIVISIE,Strength
7572,L. Balbi,29,Argentina,68,68,Extremadura UD,€675K,€3K,Left,1.0,3.0,3.0,Medium/ High,LB,22.0,"Jul 18, 2018",Not on loan,2019,5'8,163lbs,69.0,43.0,45.0,60.0,42.0,64.0,59.0,46.0,63.0,65.0,80.0,75.0,85.0,67.0,79.0,58.0,81.0,74.0,67.0,49.0,73.0,68.0,54.0,39.0,44.0,56.0,62.0,66.0,68.0,7.0,9.0,7.0,11.0,12.0,€1M,LALIGA 1 | 2 | 3,No Speciality
7573,A. Jovanović,25,Serbia,68,72,SD Huesca,€825K,€6K,Right,1.0,1.0,1.0,Medium/ Medium,GK,25.0,"Aug 28, 2018",Not on loan,2021,6'4,187lbs,14.0,8.0,10.0,22.0,6.0,7.0,11.0,10.0,15.0,16.0,22.0,22.0,41.0,64.0,28.0,21.0,30.0,27.0,69.0,8.0,20.0,8.0,6.0,33.0,14.0,49.0,20.0,10.0,10.0,69.0,65.0,65.0,68.0,67.0,€1.9M,LALIGA SANTANDER,Goalkeeper
7574,L. Lamprou,20,Greece,68,77,Fortuna Sittard,€1.4M,€3K,Right,1.0,4.0,3.0,High/ Medium,LW,97.0,"Jan 1, 2017",Not on loan,2020,6'0,168lbs,63.0,66.0,61.0,60.0,63.0,66.0,61.0,49.0,50.0,71.0,82.0,84.0,79.0,60.0,60.0,64.0,62.0,73.0,61.0,64.0,55.0,18.0,70.0,55.0,62.0,63.0,41.0,13.0,16.0,12.0,14.0,13.0,7.0,11.0,€2.3M,EREDIVISIE,No Speciality
7575,J. Collins,23,Nigeria,68,73,SC Paderborn 07,€1M,€4K,Left,1.0,3.0,3.0,High/ Medium,LB,29.0,"Sep 6, 2017",Not on loan,2021,6'0,168lbs,66.0,29.0,53.0,65.0,35.0,71.0,52.0,32.0,47.0,70.0,86.0,83.0,77.0,64.0,74.0,42.0,69.0,77.0,73.0,31.0,62.0,60.0,51.0,46.0,35.0,53.0,62.0,66.0,59.0,8.0,6.0,10.0,7.0,10.0,€1.6M,0,No Speciality
7576,G. Vargas,34,Chile,68,68,Curicó Unido,€475K,€2K,Right,1.0,3.0,2.0,Medium/ Low,ST,23.0,"Jun 14, 2017",Not on loan,2018,5'8,163lbs,43.0,70.0,76.0,67.0,56.0,60.0,53.0,52.0,33.0,58.0,63.0,66.0,61.0,68.0,59.0,66.0,76.0,70.0,67.0,57.0,38.0,18.0,74.0,49.0,70.0,59.0,24.0,24.0,18.0,9.0,10.0,10.0,6.0,7.0,€641K,CAMP. SCOTIABANK,No Speciality
7577,A. Bonnet,31,France,68,68,Le Havre AC,€775K,€4K,Left,1.0,4.0,3.0,Medium/ Medium,LM,17.0,"Aug 1, 2009",Not on loan,2019,5'8,143lbs,74.0,53.0,46.0,70.0,54.0,69.0,71.0,70.0,66.0,64.0,77.0,77.0,87.0,57.0,81.0,70.0,34.0,79.0,50.0,74.0,43.0,52.0,60.0,63.0,66.0,67.0,32.0,30.0,21.0,6.0,7.0,13.0,6.0,9.0,€1.4M,0,No Speciality
7578,R. Ruiter,31,Netherlands,68,68,Sunderland,€550K,€5K,Right,1.0,2.0,1.0,Medium/ Medium,GK,25.0,"Aug 2, 2017",Not on loan,2019,6'5,181lbs,16.0,12.0,12.0,36.0,14.0,17.0,14.0,13.0,34.0,18.0,55.0,55.0,38.0,67.0,34.0,44.0,55.0,37.0,68.0,16.0,35.0,22.0,17.0,39.0,24.0,49.0,20.0,16.0,16.0,68.0,64.0,67.0,69.0,68.0,€963K,EFL LEAGUE ONE,Goalkeeper
7579,P. Farkas,25,Austria,68,71,FC Red Bull Salzburg,€925K,€12K,Right,1.0,3.0,3.0,High/ Medium,RB,25.0,"Jul 1, 2017",Not on loan,2020,5'10,172lbs,66.0,57.0,58.0,65.0,39.0,65.0,67.0,38.0,64.0,64.0,79.0,85.0,76.0,54.0,76.0,75.0,73.0,88.0,65.0,63.0,71.0,59.0,54.0,56.0,35.0,63.0,64.0,64.0,64.0,12.0,13.0,12.0,9.0,14.0,€1.5M,Ö. BUNDESLIGA,No Speciality
7580,R. Grant,27,Australia,68,69,Sydney FC,€825K,€4K,Right,1.0,3.0,3.0,High/ High,RB,23.0,"Sep 1, 2009",Not on loan,2019,5'9,163lbs,63.0,54.0,52.0,65.0,42.0,63.0,56.0,51.0,59.0,65.0,73.0,68.0,77.0,62.0,73.0,67.0,82.0,92.0,73.0,66.0,70.0,65.0,62.0,60.0,56.0,63.0,64.0,66.0,63.0,16.0,15.0,16.0,7.0,10.0,€1.1M,HYUNDAI A-LEAGUE,Engine
7581,D. Ulvestad,29,Norway,68,68,Kristiansund BK,€700K,€2K,Right,1.0,3.0,2.0,Medium/ High,LCB,5.0,"Jan 1, 2013",Not on loan,2018,6'2,185lbs,33.0,39.0,66.0,58.0,42.0,33.0,35.0,21.0,54.0,52.0,47.0,43.0,47.0,68.0,44.0,68.0,77.0,64.0,80.0,42.0,71.0,69.0,38.0,40.0,34.0,63.0,68.0,66.0,58.0,12.0,11.0,10.0,16.0,14.0,€875K,0,No Speciality
7582,Han Kyo Won,28,Korea Republic,68,68,Jeonbuk Hyundai Motors,€900K,€5K,Right,1.0,3.0,3.0,High/ Medium,RM,7.0,"Jan 5, 2014",Not on loan,2020,6'0,161lbs,59.0,66.0,62.0,66.0,67.0,67.0,67.0,57.0,52.0,68.0,86.0,79.0,88.0,62.0,68.0,65.0,70.0,74.0,62.0,67.0,70.0,55.0,66.0,65.0,67.0,71.0,54.0,58.0,57.0,7.0,11.0,15.0,7.0,12.0,€1.2M,0,No Speciality
7583,H. Marín,25,Mexico,68,72,Guadalajara,€975K,€12K,Left,1.0,3.0,2.0,Low/ High,LCB,5.0,"Jan 1, 2012",Not on loan,2019,6'0,183lbs,27.0,25.0,70.0,60.0,28.0,40.0,27.0,58.0,56.0,58.0,66.0,63.0,47.0,63.0,48.0,60.0,64.0,64.0,78.0,39.0,60.0,67.0,26.0,48.0,45.0,58.0,61.0,72.0,69.0,9.0,11.0,15.0,10.0,9.0,€1.7M,LIGA BANCOMER MX,No Speciality
7584,D. Dos Santos,21,Netherlands,68,73,Heracles Almelo,€1.2M,€3K,Right,1.0,3.0,4.0,Medium/ Medium,LW,24.0,"Aug 30, 2018",Not on loan,2020,5'9,152lbs,64.0,55.0,47.0,60.0,55.0,75.0,73.0,53.0,58.0,72.0,87.0,87.0,92.0,59.0,75.0,65.0,62.0,70.0,39.0,52.0,60.0,45.0,62.0,64.0,59.0,60.0,33.0,44.0,40.0,12.0,12.0,15.0,7.0,10.0,€1.8M,EREDIVISIE,No Speciality
7585,Kim Min Hyeok,26,Korea Republic,68,71,Sagan Tosu,€925K,€2K,Right,1.0,2.0,2.0,Medium/ High,CB,5.0,"Jan 1, 2014",Not on loan,2021,6'2,161lbs,23.0,19.0,61.0,41.0,26.0,36.0,28.0,22.0,30.0,54.0,78.0,79.0,44.0,55.0,52.0,48.0,63.0,63.0,83.0,22.0,81.0,62.0,28.0,34.0,32.0,49.0,66.0,70.0,70.0,13.0,12.0,11.0,8.0,7.0,€1.2M,MEIJI YASUDA J1,No Speciality
7586,M. Titsch Rivero,28,Germany,68,68,SV Wehen Wiesbaden,€900K,€4K,Left,1.0,3.0,2.0,Medium/ Medium,CM,26.0,"Sep 5, 2018",Not on loan,2019,6'0,168lbs,56.0,46.0,59.0,72.0,48.0,65.0,40.0,39.0,67.0,69.0,63.0,65.0,68.0,68.0,65.0,52.0,74.0,78.0,67.0,50.0,64.0,66.0,58.0,67.0,46.0,64.0,60.0,65.0,59.0,10.0,12.0,14.0,9.0,13.0,€1.3M,0,No Speciality
7587,S. Maier,24,Germany,68,73,VfL Bochum 1848,€1.2M,€7K,Right,1.0,4.0,3.0,Medium/ Low,CAM,7.0,"Jul 1, 2018",Not on loan,2021,5'10,150lbs,66.0,54.0,47.0,68.0,62.0,71.0,70.0,70.0,55.0,69.0,77.0,68.0,83.0,64.0,76.0,73.0,71.0,60.0,53.0,71.0,54.0,38.0,61.0,64.0,59.0,56.0,41.0,24.0,20.0,11.0,7.0,14.0,9.0,8.0,€2M,0,No Speciality
7588,A. Maund,27,United States,68,69,Vancouver Whitecaps FC,€850K,€3K,Right,1.0,3.0,2.0,Medium/ Medium,CB,22.0,"Aug 11, 2017",Not on loan,2018,6'1,185lbs,25.0,39.0,68.0,62.0,26.0,51.0,42.0,27.0,52.0,60.0,48.0,63.0,34.0,68.0,38.0,59.0,71.0,68.0,73.0,42.0,74.0,67.0,42.0,54.0,32.0,53.0,67.0,69.0,60.0,9.0,7.0,7.0,14.0,6.0,€1.3M,0,No Speciality
7589,A. Le Fondre,31,England,68,68,Sydney FC,€800K,€5K,Right,1.0,3.0,3.0,High/ Low,LS,9.0,"Aug 17, 2018",Not on loan,2021,5'9,161lbs,65.0,73.0,61.0,62.0,71.0,63.0,66.0,53.0,51.0,68.0,70.0,68.0,70.0,67.0,77.0,67.0,75.0,65.0,60.0,60.0,55.0,34.0,71.0,66.0,83.0,74.0,19.0,21.0,14.0,8.0,7.0,6.0,6.0,16.0,€1M,HYUNDAI A-LEAGUE,No Speciality
7590,H. Eyjólfsson,27,Iceland,68,69,Free Agent,€0,€0,Right,1.0,3.0,2.0,Medium/ Medium,CB,15.0,N/A,Not on loan,Free Agent,6'3,190lbs,57.0,38.0,66.0,60.0,33.0,54.0,31.0,38.0,56.0,53.0,73.0,74.0,46.0,64.0,58.0,59.0,71.0,60.0,78.0,44.0,67.0,69.0,38.0,51.0,45.0,62.0,63.0,71.0,66.0,8.0,12.0,11.0,11.0,11.0,No Release Clause,0,No Speciality
7591,L. Bacuna,26,Curacao,68,69,Reading,€1M,€13K,Right,1.0,3.0,3.0,Medium/ Medium,LCM,7.0,"Aug 13, 2017",Not on loan,2021,5'11,170lbs,69.0,60.0,63.0,67.0,69.0,68.0,76.0,71.0,67.0,67.0,76.0,79.0,77.0,63.0,64.0,79.0,71.0,79.0,77.0,67.0,74.0,64.0,59.0,67.0,76.0,68.0,58.0,66.0,64.0,15.0,8.0,14.0,16.0,15.0,€2M,EFL CHAMPIONSHIP,No Speciality
7592,N. Röseler,26,Germany,68,70,VVV-Venlo,€900K,€3K,Right,1.0,4.0,2.0,Medium/ Medium,RCB,13.0,"Jul 1, 2016",Not on loan,2020,6'3,154lbs,37.0,28.0,68.0,63.0,32.0,56.0,34.0,36.0,65.0,60.0,62.0,60.0,68.0,65.0,30.0,44.0,67.0,68.0,74.0,38.0,66.0,66.0,48.0,53.0,40.0,70.0,65.0,69.0,68.0,8.0,15.0,8.0,7.0,7.0,€1.4M,EREDIVISIE,No Speciality
7593,B. Meccariello,27,Italy,68,70,Lecce,€875K,€2K,Right,1.0,2.0,2.0,Medium/ Medium,LCB,16.0,N/A,Brescia,"Jun 30, 2019",6'2,187lbs,35.0,22.0,62.0,50.0,22.0,36.0,25.0,27.0,48.0,49.0,67.0,71.0,58.0,62.0,50.0,45.0,80.0,63.0,87.0,33.0,64.0,66.0,21.0,37.0,29.0,64.0,70.0,67.0,65.0,9.0,5.0,12.0,14.0,11.0,No Release Clause,CALCIO B,Strength
7594,Bai Jiajun,27,China PR,68,69,Shanghai Greenland Shenhua FC,€825K,€6K,Right,1.0,5.0,2.0,High/ High,LB,23.0,"Jul 4, 2012",Not on loan,2022,5'5,143lbs,64.0,46.0,57.0,62.0,30.0,61.0,52.0,37.0,48.0,58.0,80.0,70.0,79.0,64.0,89.0,54.0,91.0,90.0,43.0,46.0,75.0,61.0,65.0,64.0,45.0,53.0,57.0,67.0,69.0,14.0,15.0,13.0,14.0,11.0,€1.8M,CSL,Engine
7595,R. Glatzel,24,Germany,68,72,1. FC Heidenheim 1846,€1.2M,€6K,Right,1.0,4.0,2.0,Medium/ Medium,ST,9.0,"Jul 1, 2017",Not on loan,2020,6'4,187lbs,39.0,73.0,71.0,55.0,68.0,61.0,48.0,31.0,34.0,67.0,49.0,55.0,52.0,66.0,41.0,70.0,62.0,55.0,82.0,57.0,49.0,24.0,68.0,47.0,62.0,63.0,20.0,17.0,25.0,10.0,11.0,14.0,13.0,9.0,€1.9M,0,No Speciality
7596,C. Cortés,34,Chile,68,68,CD Palestino,€450K,€2K,Left,1.0,3.0,3.0,Medium/ Medium,LW,13.0,"Jan 11, 2018",Not on loan,2018,5'10,152lbs,58.0,57.0,48.0,72.0,47.0,67.0,69.0,64.0,59.0,71.0,69.0,60.0,69.0,59.0,59.0,59.0,39.0,69.0,62.0,59.0,37.0,18.0,72.0,67.0,71.0,71.0,48.0,38.0,42.0,15.0,15.0,12.0,8.0,12.0,€608K,CAMP. SCOTIABANK,No Speciality
7597,I. Jeraldino,22,Chile,68,75,Audax Italiano,€1.3M,€2K,Right,1.0,4.0,2.0,High/ Low,RS,20.0,"Aug 27, 2014",Not on loan,2023,5'11,174lbs,38.0,67.0,71.0,49.0,52.0,61.0,51.0,48.0,40.0,69.0,67.0,69.0,57.0,71.0,63.0,71.0,81.0,66.0,68.0,59.0,36.0,18.0,73.0,49.0,70.0,58.0,32.0,17.0,17.0,10.0,11.0,6.0,9.0,12.0,€2M,CAMP. SCOTIABANK,No Speciality
7598,N. Dicko,26,Mali,68,71,Hull City,€1.1M,€12K,Right,1.0,3.0,3.0,High/ High,ST,9.0,"Aug 29, 2017",Not on loan,2020,5'8,163lbs,60.0,66.0,53.0,64.0,65.0,67.0,55.0,51.0,54.0,70.0,89.0,86.0,79.0,67.0,76.0,70.0,67.0,68.0,80.0,54.0,57.0,19.0,63.0,60.0,69.0,65.0,32.0,38.0,36.0,13.0,16.0,11.0,15.0,7.0,€2.2M,EFL CHAMPIONSHIP,No Speciality
7599,F. Sbuttoni,29,Argentina,68,68,Atlético Tucumán,€700K,€5K,Left,1.0,3.0,2.0,Low/ High,CB,6.0,"Jul 27, 2017",Not on loan,2021,6'3,192lbs,23.0,24.0,71.0,66.0,21.0,38.0,26.0,17.0,54.0,52.0,40.0,34.0,35.0,66.0,29.0,43.0,59.0,56.0,86.0,20.0,71.0,68.0,26.0,24.0,29.0,60.0,69.0,63.0,60.0,9.0,10.0,12.0,11.0,5.0,€1.1M,SAF,No Speciality
7600,I. Conté,22,Guinea,68,76,Chamois Niortais Football Club,€1.1M,€3K,Right,1.0,2.0,2.0,Medium/ Medium,LCB,15.0,N/A,FC Lorient,"Jun 30, 2019",6'3,181lbs,37.0,39.0,72.0,56.0,40.0,51.0,49.0,27.0,52.0,54.0,68.0,60.0,58.0,57.0,57.0,61.0,72.0,64.0,87.0,42.0,62.0,64.0,32.0,51.0,30.0,61.0,62.0,71.0,61.0,9.0,14.0,15.0,14.0,5.0,No Release Clause,0,No Speciality
7601,M. Bostwick,30,England,68,68,Lincoln City,€675K,€8K,Right,1.0,3.0,2.0,Medium/ High,RCB,16.0,"Jul 20, 2017",Not on loan,2020,6'4,196lbs,41.0,49.0,70.0,56.0,41.0,46.0,41.0,63.0,53.0,52.0,57.0,51.0,48.0,65.0,33.0,74.0,61.0,87.0,89.0,68.0,92.0,64.0,52.0,42.0,58.0,61.0,62.0,64.0,62.0,15.0,13.0,6.0,9.0,9.0,€1.2M,EFL LEAGUE TWO,Strength
7602,A. Settembrini,26,Italy,68,69,Cittadella,€1M,€2K,Right,1.0,4.0,3.0,Medium/ Medium,RCM,8.0,"Jul 1, 2017",Not on loan,2021,5'9,148lbs,61.0,54.0,62.0,74.0,52.0,63.0,51.0,52.0,69.0,67.0,68.0,70.0,61.0,68.0,77.0,57.0,62.0,72.0,53.0,53.0,64.0,64.0,61.0,65.0,50.0,64.0,57.0,68.0,64.0,5.0,9.0,5.0,7.0,13.0,€1.7M,CALCIO B,No Speciality
7603,A. Modiba,22,South Africa,68,76,Free Agent,€0,€0,Left,1.0,4.0,3.0,High/ Medium,LW,11.0,N/A,Not on loan,Free Agent,5'7,154lbs,66.0,53.0,59.0,69.0,54.0,74.0,60.0,48.0,61.0,71.0,84.0,80.0,71.0,48.0,82.0,59.0,38.0,66.0,51.0,59.0,26.0,42.0,66.0,68.0,53.0,71.0,66.0,69.0,63.0,8.0,9.0,9.0,13.0,7.0,No Release Clause,0,No Speciality
7604,K. Vollmann,24,Germany,68,71,SV Sandhausen,€1.1M,€3K,Right,1.0,3.0,3.0,High/ Medium,LM,22.0,"Jan 20, 2016",Not on loan,2019,5'9,154lbs,58.0,58.0,38.0,69.0,51.0,70.0,63.0,60.0,59.0,66.0,83.0,81.0,84.0,62.0,88.0,70.0,73.0,77.0,62.0,64.0,72.0,50.0,64.0,63.0,55.0,63.0,31.0,46.0,42.0,10.0,11.0,10.0,7.0,15.0,€1.9M,0,No Speciality
7605,K. Przybyłko,25,Poland,68,73,Philadelphia Union,€1.2M,€4K,Right,1.0,3.0,2.0,Medium/ Medium,ST,23.0,"Sep 16, 2018",Not on loan,2022,6'4,190lbs,43.0,66.0,70.0,60.0,67.0,63.0,54.0,48.0,50.0,65.0,65.0,68.0,64.0,66.0,52.0,70.0,69.0,55.0,79.0,65.0,40.0,22.0,69.0,53.0,56.0,48.0,24.0,23.0,20.0,13.0,16.0,11.0,16.0,9.0,€1.9M,0,No Speciality
7606,Mario Barco,25,Spain,68,73,Cádiz CF,€1.2M,€5K,Right,1.0,3.0,2.0,High/ High,ST,19.0,"Jul 2, 2018",Not on loan,2021,6'0,172lbs,56.0,69.0,66.0,61.0,68.0,62.0,47.0,55.0,46.0,67.0,60.0,68.0,59.0,59.0,52.0,76.0,70.0,37.0,76.0,62.0,33.0,20.0,65.0,55.0,66.0,55.0,52.0,28.0,16.0,6.0,16.0,7.0,11.0,15.0,€2M,LALIGA 1 | 2 | 3,No Speciality
7607,Y. Baraye,26,Senegal,68,69,Parma,€1.1M,€17K,Right,1.0,3.0,3.0,Medium/ High,LW,99.0,"Aug 30, 2015",Not on loan,2019,5'10,152lbs,64.0,68.0,46.0,67.0,51.0,75.0,54.0,56.0,66.0,67.0,78.0,88.0,67.0,55.0,71.0,59.0,56.0,69.0,46.0,52.0,51.0,37.0,62.0,62.0,50.0,66.0,50.0,59.0,51.0,7.0,8.0,8.0,8.0,15.0,€2M,SERIE A TIM,No Speciality
7608,O. Werner,33,Belgium,68,68,Royal Excel Mouscron,€450K,€4K,Right,1.0,3.0,1.0,Medium/ Medium,GK,1.0,"Dec 12, 2017",Not on loan,2019,6'4,212lbs,13.0,12.0,11.0,37.0,14.0,14.0,12.0,16.0,37.0,22.0,43.0,34.0,34.0,62.0,34.0,17.0,66.0,27.0,85.0,15.0,22.0,19.0,12.0,21.0,15.0,42.0,23.0,9.0,19.0,71.0,63.0,66.0,66.0,70.0,€653K,0,Goalkeeper
7609,R. Rotman,29,Slovenia,68,68,Kayserispor,€700K,€6K,Right,1.0,2.0,2.0,Medium/ Medium,LDM,18.0,"Jul 28, 2018",Not on loan,2019,6'2,176lbs,63.0,63.0,67.0,71.0,53.0,65.0,68.0,69.0,65.0,61.0,66.0,67.0,67.0,66.0,66.0,73.0,70.0,76.0,72.0,67.0,72.0,67.0,59.0,58.0,70.0,70.0,67.0,70.0,60.0,9.0,10.0,16.0,15.0,14.0,€1.4M,SÜPER LIG,No Speciality
7610,I. Poblete,23,Chile,68,76,Unión Española,€1.3M,€2K,Right,1.0,3.0,3.0,Medium/ Medium,CAM,8.0,"Jul 21, 2014",Not on loan,2023,5'7,154lbs,59.0,65.0,37.0,69.0,45.0,71.0,56.0,71.0,62.0,70.0,71.0,71.0,78.0,53.0,78.0,59.0,66.0,74.0,67.0,57.0,44.0,31.0,64.0,69.0,52.0,68.0,38.0,34.0,37.0,12.0,14.0,15.0,6.0,16.0,€2M,CAMP. SCOTIABANK,No Speciality
7611,Javi Jiménez,22,Spain,68,78,Gimnàstic de Tarragona,€1.2M,€3K,Left,1.0,2.0,3.0,High/ High,LM,3.0,"Aug 3, 2017",Not on loan,2020,5'8,154lbs,64.0,32.0,57.0,66.0,29.0,70.0,63.0,44.0,63.0,72.0,91.0,87.0,86.0,60.0,72.0,30.0,61.0,76.0,70.0,33.0,73.0,62.0,69.0,59.0,37.0,70.0,61.0,66.0,62.0,12.0,7.0,10.0,16.0,12.0,€2.2M,0,No Speciality
7612,L. Gassama,28,Senegal,68,68,Göztepe SK,€700K,€9K,Right,1.0,2.0,2.0,Medium/ Medium,RB,20.0,"Jul 1, 2018",Not on loan,2021,5'11,163lbs,65.0,35.0,58.0,66.0,32.0,62.0,54.0,43.0,60.0,64.0,73.0,78.0,76.0,69.0,68.0,47.0,66.0,77.0,71.0,36.0,79.0,66.0,48.0,52.0,59.0,60.0,65.0,68.0,63.0,15.0,6.0,7.0,13.0,6.0,€1.4M,0,No Speciality
7613,S. Şahin-Radlinger,25,Austria,68,72,SK Brann,€825K,€9K,Right,1.0,2.0,1.0,Medium/ Medium,GK,1.0,N/A,Hannover 96,"Dec 31, 2018",6'5,183lbs,12.0,15.0,12.0,24.0,8.0,10.0,19.0,16.0,25.0,23.0,42.0,37.0,36.0,64.0,42.0,20.0,55.0,29.0,59.0,12.0,16.0,12.0,13.0,45.0,16.0,51.0,13.0,13.0,20.0,70.0,62.0,59.0,68.0,71.0,No Release Clause,ELITESERIEN,Goalkeeper
7614,A. Miljković,28,Serbia,68,68,Miedź Legnica,€700K,€2K,Right,1.0,3.0,2.0,Medium/ High,RCB,2.0,"Nov 1, 2018",Not on loan,2020,6'0,168lbs,63.0,44.0,64.0,58.0,44.0,67.0,46.0,36.0,56.0,62.0,70.0,75.0,64.0,65.0,62.0,61.0,72.0,75.0,73.0,48.0,67.0,66.0,51.0,55.0,40.0,57.0,61.0,71.0,71.0,8.0,15.0,10.0,7.0,12.0,€945K,EKSTRAKLASA,No Speciality
7615,M. Richards,30,England,68,68,Aston Villa,€675K,€8K,Right,2.0,3.0,2.0,Medium/ Medium,CB,50.0,"Jul 1, 2015",Not on loan,2019,5'11,183lbs,65.0,40.0,64.0,61.0,43.0,59.0,45.0,32.0,56.0,60.0,64.0,68.0,53.0,50.0,65.0,60.0,77.0,32.0,87.0,39.0,80.0,63.0,52.0,51.0,53.0,61.0,58.0,68.0,68.0,7.0,16.0,15.0,16.0,8.0,€1.3M,EFL CHAMPIONSHIP,Strength
7616,A. Kačaniklić,26,Sweden,68,68,FC Nantes,€950K,€10K,Left,1.0,4.0,3.0,Medium/ Medium,RM,11.0,"Jul 1, 2016",Not on loan,2020,5'11,159lbs,65.0,59.0,61.0,70.0,63.0,69.0,68.0,65.0,68.0,67.0,69.0,68.0,72.0,69.0,72.0,66.0,36.0,44.0,57.0,59.0,43.0,36.0,72.0,72.0,59.0,72.0,36.0,38.0,32.0,16.0,7.0,12.0,8.0,15.0,€1.8M,LIGUE 1 CONFORAMA,No Speciality
7617,N. Marsman,27,Netherlands,68,70,FC Utrecht,€725K,€6K,Right,1.0,3.0,1.0,Medium/ Medium,GK,16.0,"Jul 1, 2017",Not on loan,2019,6'2,194lbs,19.0,13.0,11.0,50.0,16.0,11.0,19.0,20.0,22.0,23.0,36.0,41.0,41.0,63.0,38.0,11.0,61.0,30.0,55.0,11.0,28.0,12.0,10.0,58.0,24.0,50.0,15.0,17.0,19.0,70.0,60.0,70.0,65.0,73.0,€1.1M,EREDIVISIE,Goalkeeper
7618,D. Roßbach,25,Germany,68,70,Karlsruher SC,€900K,€3K,Left,1.0,3.0,3.0,Medium/ Medium,LB,6.0,"Jul 1, 2018",Not on loan,2020,6'2,183lbs,64.0,31.0,67.0,69.0,23.0,63.0,36.0,40.0,62.0,66.0,68.0,70.0,62.0,67.0,59.0,52.0,60.0,72.0,76.0,35.0,60.0,69.0,53.0,48.0,48.0,60.0,63.0,68.0,64.0,14.0,13.0,8.0,10.0,7.0,€1.4M,3. LIGA,No Speciality
7619,Eduardo Henrique,23,Brazil,68,75,Os Belenenses,€1.1M,€3K,Right,1.0,3.0,2.0,Medium/ High,CDM,5.0,"Aug 23, 2013",Not on loan,2023,6'2,161lbs,64.0,49.0,58.0,68.0,42.0,66.0,41.0,42.0,60.0,68.0,74.0,77.0,60.0,68.0,60.0,58.0,71.0,75.0,64.0,50.0,64.0,67.0,63.0,68.0,46.0,58.0,71.0,70.0,63.0,12.0,11.0,9.0,12.0,10.0,€2.5M,0,No Speciality
7620,R. James,18,England,68,84,Wigan Athletic,€1.6M,€8K,Right,1.0,3.0,3.0,Medium/ Medium,RB,12.0,"Mar 3, 2017",Not on loan,2022,5'11,181lbs,64.0,39.0,58.0,68.0,42.0,65.0,60.0,57.0,68.0,68.0,76.0,76.0,65.0,65.0,62.0,69.0,62.0,66.0,74.0,45.0,68.0,67.0,57.0,64.0,42.0,63.0,65.0,69.0,65.0,8.0,12.0,7.0,13.0,11.0,€4.2M,EFL CHAMPIONSHIP,No Speciality
7621,J. Mabokgwane,30,South Africa,68,68,Orlando Pirates,€575K,€1K,Right,1.0,2.0,1.0,Medium/ Medium,GK,16.0,"Jul 13, 2016",Not on loan,2019,5'9,152lbs,20.0,10.0,11.0,22.0,10.0,10.0,14.0,18.0,21.0,24.0,38.0,34.0,28.0,59.0,63.0,32.0,45.0,30.0,40.0,10.0,39.0,22.0,19.0,38.0,15.0,50.0,17.0,15.0,12.0,68.0,63.0,70.0,65.0,75.0,€1.2M,REST OF WORLD,Goalkeeper
7622,Y. Court,28,France,68,68,Stade Brestois 29,€900K,€4K,Left,1.0,3.0,3.0,Medium/ Medium,RM,8.0,"Jul 1, 2018",Not on loan,2020,5'8,154lbs,65.0,60.0,26.0,76.0,32.0,66.0,70.0,61.0,65.0,67.0,72.0,72.0,74.0,69.0,78.0,75.0,71.0,78.0,63.0,61.0,46.0,49.0,53.0,69.0,46.0,60.0,27.0,44.0,43.0,12.0,16.0,7.0,13.0,13.0,€1.6M,0,No Speciality
7623,O. Duarte,22,Colombia,68,77,Atlético Nacional,€1.4M,€2K,Left,1.0,3.0,3.0,High/ Medium,ST,9.0,"Jul 30, 2018",Not on loan,2023,5'11,165lbs,57.0,69.0,60.0,65.0,59.0,72.0,52.0,40.0,37.0,67.0,78.0,78.0,74.0,64.0,61.0,62.0,65.0,75.0,70.0,61.0,47.0,26.0,71.0,60.0,61.0,57.0,22.0,22.0,18.0,9.0,15.0,12.0,5.0,6.0,€2.2M,0,No Speciality
